agent_profile,alpha,avg_budget_topk_hp1,bridge_block_recall_hp1,budget_std_hp1,early_evidence_recall_hp1,event_count,hp1_multihop_score,method,output_dir,rare_client_budget_hp1,run_dir,run_name,seed,selection_diversity_hp1,suite,target_block_recall_hp1,task_name,strict_suite
hp1_baseline_hypernet_v6,0.3,3.0,0.596363636363637,0.0,0.0,55,0.4125818181818184,hypernet_v6,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_main/num5_dir_a03_imb00_ts0_v7hp1/hypernet-v6_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_main/num5_dir_a03_imb00_ts0_v7hp1/hypernet-v6_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,hypernet-v6_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,4,0.4,v7pm_main,0.2981818181818185,num5_dir_a03_imb00_ts0_v7hp1,v7pm_main
v7pm_planning_memory_full,0.3,3.0,0.4363636363636359,0.0,0.3636363636363635,55,0.5229090909090908,agent_pm_dynamic_full,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-full_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-full_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,agent-pm-dynamic-full_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,0,0.7,v7pm_memory_ablation,0.3999999999999997,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_planning_memory_full,0.3,3.0,0.4290909090909087,0.0,0.3636363636363635,55,0.520072727272727,agent_pm_dynamic_full,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-full_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-full_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,agent-pm-dynamic-full_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,1,0.7,v7pm_memory_ablation,0.3963636363636362,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_planning_memory_full,0.3,3.0,0.4327272727272723,0.0,0.3636363636363635,55,0.5014909090909089,agent_pm_dynamic_full,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-full_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-full_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,agent-pm-dynamic-full_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,2,0.6,v7pm_memory_ablation,0.3981818181818179,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_planning_memory_full,0.3,3.0,0.4363636363636359,0.0,0.3636363636363635,55,0.5029090909090908,agent_pm_dynamic_full,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-full_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-full_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,agent-pm-dynamic-full_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,3,0.6,v7pm_memory_ablation,0.3999999999999997,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_planning_memory_full,0.3,3.0,0.4290909090909087,0.0,0.3636363636363635,55,0.500072727272727,agent_pm_dynamic_full,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-full_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-full_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,agent-pm-dynamic-full_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,4,0.6,v7pm_memory_ablation,0.3963636363636362,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_failure_memory,0.3,3.0,0.3818181818181815,0.0,0.3636363636363635,55,0.5016363636363634,agent_pm_dynamic_no_failure_memory,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-failure-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-failure-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,agent-pm-dynamic-no-failure-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,0,0.7,v7pm_memory_ablation,0.3727272727272725,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_failure_memory,0.3,3.0,0.3781818181818179,0.0,0.3636363636363635,55,0.5402181818181817,agent_pm_dynamic_no_failure_memory,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-failure-memory_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-failure-memory_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,agent-pm-dynamic-no-failure-memory_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,1,0.9,v7pm_memory_ablation,0.3709090909090907,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_failure_memory,0.3,3.0,0.4036363636363634,0.0,0.3636363636363635,55,0.5101454545454545,agent_pm_dynamic_no_failure_memory,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-failure-memory_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-failure-memory_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,agent-pm-dynamic-no-failure-memory_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,2,0.7,v7pm_memory_ablation,0.3836363636363634,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_failure_memory,0.3,3.0,0.4145454545454541,0.0,0.3636363636363635,55,0.5143999999999999,agent_pm_dynamic_no_failure_memory,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-failure-memory_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-failure-memory_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,agent-pm-dynamic-no-failure-memory_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,3,0.7,v7pm_memory_ablation,0.3890909090909089,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_failure_memory,0.3,3.0,0.3818181818181816,0.0,0.3636363636363635,55,0.5216363636363636,agent_pm_dynamic_no_failure_memory,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-failure-memory_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-failure-memory_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,agent-pm-dynamic-no-failure-memory_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf0r1i1bg1dh0,4,0.8,v7pm_memory_ablation,0.3727272727272726,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_instability,0.3,3.0,0.4218181818181815,0.0,0.3636363636363635,55,0.5172363636363634,agent_pm_dynamic_no_instability_penalty,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-instability-penalty_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-instability-penalty_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,agent-pm-dynamic-no-instability-penalty_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,0,0.7,v7pm_memory_ablation,0.3927272727272725,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_instability,0.3,3.0,0.4145454545454542,0.0,0.3636363636363635,55,0.5143999999999999,agent_pm_dynamic_no_instability_penalty,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-instability-penalty_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-instability-penalty_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,agent-pm-dynamic-no-instability-penalty_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,1,0.7,v7pm_memory_ablation,0.3890909090909089,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_instability,0.3,3.0,0.4181818181818179,0.0,0.3636363636363635,55,0.5158181818181816,agent_pm_dynamic_no_instability_penalty,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-instability-penalty_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-instability-penalty_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,agent-pm-dynamic-no-instability-penalty_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,2,0.7,v7pm_memory_ablation,0.3909090909090907,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_instability,0.3,3.0,0.4218181818181815,0.0,0.3636363636363635,55,0.5172363636363634,agent_pm_dynamic_no_instability_penalty,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-instability-penalty_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-instability-penalty_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,agent-pm-dynamic-no-instability-penalty_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,3,0.7,v7pm_memory_ablation,0.3927272727272725,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_instability,0.3,3.0,0.4109090909090906,0.0,0.3636363636363635,55,0.512981818181818,agent_pm_dynamic_no_instability_penalty,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-instability-penalty_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-instability-penalty_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,agent-pm-dynamic-no-instability-penalty_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i0bg1dh0,4,0.7,v7pm_memory_ablation,0.3872727272727271,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_memory,0.3,3.0,0.3890909090909087,0.0,0.3454545454545454,55,0.5188363636363635,agent_pm_dynamic_no_memory,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,agent-pm-dynamic-no-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,0,0.8,v7pm_memory_ablation,0.3672727272727271,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_memory,0.3,3.0,0.3927272727272723,0.0,0.3454545454545454,55,0.5402545454545453,agent_pm_dynamic_no_memory,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-memory_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-memory_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,agent-pm-dynamic-no-memory_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,1,0.9,v7pm_memory_ablation,0.3690909090909089,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_memory,0.3,3.0,0.4072727272727269,0.0,0.3454545454545454,55,0.5259272727272726,agent_pm_dynamic_no_memory,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-memory_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-memory_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,agent-pm-dynamic-no-memory_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,2,0.8,v7pm_memory_ablation,0.3763636363636362,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_memory,0.3,3.0,0.4218181818181813,0.0,0.3454545454545454,55,0.5515999999999999,agent_pm_dynamic_no_memory,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-memory_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-memory_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,agent-pm-dynamic-no-memory_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,3,0.9,v7pm_memory_ablation,0.3836363636363635,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_memory,0.3,3.0,0.3999999999999997,0.0,0.3454545454545454,55,0.543090909090909,agent_pm_dynamic_no_memory,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-memory_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-memory_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,agent-pm-dynamic-no-memory_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist1_client1_block1_hard1_util1_ep1_cov1_mem0_dyn1_ecw000_slotdyn_pmf0r0i0bg1dh0,4,0.9,v7pm_memory_ablation,0.3727272727272726,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
v7pm_no_rarity_memory,0.3,3.0,0.454545454545454,0.0,0.3454545454545454,55,0.5043636363636362,agent_pm_dynamic_no_rarity_memory,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/analysis/strict_runs/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-rarity-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r0i1bg1dh0,3.0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-PM/outputs/pprag_fl_v7agentpm/v7pm_memory_ablation/num5_dir_a03_imb00_ts0_v7hp1/agent-pm-dynamic-no-rarity-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r0i1bg1dh0,agent-pm-dynamic-no-rarity-memory_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist9_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r0i1bg1dh0,0,0.6,v7pm_memory_ablation,0.3999999999999997,num5_dir_a03_imb00_ts0_v7hp1,v7pm_memory_ablation
